McClymonds High,High School,513,1,2607 Myrtle Street,Oakland,Alameda County,94607,CA,-1.22278947300000E+002,+3.78186632000000E+001
Melrose Leadership Academy,Elementary School,667,1,4730 Fleming Avenue,Oakland,Alameda County,94619,CA,-1.22197750300000E+002,+3.77805035000000E+001
New Highland Academy,Elementary School,676,1,8521 A Street,Oakland,Alameda County,94621,CA,-1.22179719600000E+002,+3.77516373000000E+001
Oakland High,High School,634,1,1023 MacArthur Boulevard,Oakland,Alameda County,94610,CA,-1.22236900100000E+002,+3.78044662000000E+001
Oakland International High,High School,374,1,4521 Webster Street,Oakland,Alameda County,94609,CA,-1.22260843800000E+002,+3.78338172000000E+001
Preparatory Literary Academy of Cultural,Elementary School,658,1,920 Campbell Street,Oakland,Alameda County,94607,CA,-1.22297864700000E+002,+3.78085163000000E+001
Ralph J. Bunche High,High School,572,1,1240 18th Street,Oakland,Alameda County,94607,CA,-1.22287037000000E+002,+3.78133100000000E+001
Reach Academy,Elementary School,628,1,9860 Sunnyside Street,Oakland,Alameda County,94603,CA,-1.22161418200000E+002,+3.77464704000000E+001
Ernestine C. Reems Academy of Technolo,Elementary School˜,712,1,8425 MacArthur Boulevard,Oakland,Alameda County,94605,CA,-1.22163983400000E+002,+3.77608977000000E+001
Rise Community,Elementary School,555,1,8521 A Street,Oakland,Alameda County,94621,CA,-1.22179719600000E+002,+3.77516373000000E+001
Roosevelt Middle,Middle School,679,1,1926 19th Avenue,Oakland,Alameda County,94606,CA,-1.22237336300000E+002,+3.77897817000000E+001
ROOTS International Academy,Middle School,652,1,1390 66th Avenue,Oakland,Alameda County,94621,CA,-1.22193495700000E+002,+3.77615960000000E+001
Rudsdale Continuation,High School,515,1,8251 Fontaine Street,Oakland,Alameda County,94605,CA,-1.22153865200000E+002,+3.77658369000000E+001
Skyline High,High School,639,1,12250 Skyline Boulevard,Oakland,Alameda County,94619,CA,-1.22161464000000E+002,+3.77983920000000E+001
United for Success Academy,Middle School,632,1,2101 35th Avenue,Oakland,Alameda County,94601,CA,-1.22217079400000E+002,+3.77849412000000E+001
West Oakland Middle,Middle School,575,1,991 14th Street,Oakland,Alameda County,94607,CA,-1.22282723700000E+002,+3.78083933000000E+001
Westlake Middle,Middle School,647,1,2629 Harrison Street,Oakland,Alameda County,94612,CA,-1.22261167500000E+002,+3.78145463000000E+001
Washington Elementary,Elementary School,719,1,250 Dutton Avenue,San Leandro,Alameda County,94577,CA,-1.22157101500000E+002,+3.77330303000000E+001
Hillside Elementary,Elementary School,639,1,15980 Marcella Street,San Leandro,Alameda County,94578,CA,-1.22116366800000E+002,+3.77017466000000E+001
Edendale Middle,Middle School,648,1,16160 Ashland Avenue,San Lorenzo,Alameda County,94580,CA,-1.22117795200000E+002,+3.76958556000000E+001
Decoto School for Independent Study,High School,575,1,600 G Street,Union City,Alameda County,94587,CA,-1.22019401500000E+002,+3.75999640000000E+001
East Avenue Elementary,Elementary School,727,2,2424 East Avenue,Hayward,Alameda County,94541,CA,-1.22055056600000E+002,+3.76715797000000E+001
Hayward High,High School,688,2,1633 East Avenue,Hayward,Alameda County,94541,CA,-1.22069135000000E+002,+3.76718300000000E+001
Longwood Elementary,Elementary School,726,2,850 Longwood Avenue,Hayward,Alameda County,94541,CA,-1.22109428400000E+002,+3.76585544000000E+001
East Bay Arts High,High School,679,2,20450 Royal Avenue,Hayward,Alameda County,94541,CA,-1.22114452000000E+002,+3.76696219000000E+001
Lorenzo Manor Elementary,Elementary School,742,2,18250 Bengal Avenue,Hayward,Alameda County,94541,CA,-1.22118249200000E+002,+3.76745505000000E+001
Cox Academy,Elementary School˜,743,2,9860 Sunnyside Street,Oakland,Alameda County,94603,CA,-1.22161418200000E+002,+3.77464704000000E+001
Envision Academy for Arts & Technology,High School˜,669,2,1515 Webster Street,Oakland,Alameda County,94612,CA,-1.22268384500000E+002,+3.78047005000000E+001
Lazear Charter Academy,Elementary School˜,748,2,824 29th Avenue,Oakland,Alameda County,94601,CA,-1.22231668000000E+002,+3.77757750000000E+001
Aspire Golden State College Preparatory,High School˜,676,2,1009 66th Avenue,Oakland,Alameda County,94621,CA,-1.22198065100000E+002,+3.77590969000000E+001
Aspire Millsmont Academy,Elementary School˜,732,2,3200 62nd Avenue,Oakland,Alameda County,94605,CA,-1.22182495400000E+002,+3.77740154000000E+001
Claremont Middle,Middle School,713,2,5750 College Avenue,Oakland,Alameda County,94618,CA,-1.22251871400000E+002,+3.78455450000000E+001
Coliseum College Prep Academy,High School,665,2,1390 66th Avenue,Oakland,Alameda County,94621,CA,-1.22193495700000E+002,+3.77615960000000E+001
EnCompass Academy Elementary,Elementary School,746,2,1025 81st Avenue,Oakland,Alameda County,94621,CA,-1.22186913100000E+002,+3.77528862000000E+001
Fred T. Korematsu Discovery Academy,Elementary School,743,2,10315 E Street,Oakland,Alameda County,94603,CA,-1.22173535900000E+002,+3.77374957000000E+001
Garfield Elementary,Elementary School,720,2,1640 22nd Avenue,Oakland,Alameda County,94606,CA,-1.22235640900000E+002,+3.77865043000000E+001
Horace Mann Elementary,Elementary School,739,2,5222 Ygnacio Avenue,Oakland,Alameda County,94601,CA,-1.22202349700000E+002,+3.77735179000000E+001
LIFE Academy,High School,676,2,2101 35th Avenue,Oakland,Alameda County,94601,CA,-1.22217079400000E+002,+3.77849412000000E+001
MetWest High,High School,664,2,1100 3rd Avenue,Oakland,Alameda County,94606,CA,-1.22257020400000E+002,+3.77955602000000E+001
Sankofa Academy,Elementary School,728,2,581 61st Street,Oakland,Alameda County,94609,CA,-1.22264515300000E+002,+3.78469153000000E+001
Vincent Academy,Elementary School˜,727,2,1911 Union Street,Oakland,Alameda County,94607,CA,-1.22286951200000E+002,+3.78142568000000E+001
World Academy,Elementary School˜,740,2,1700 28th Avenue,Oakland,Alameda County,94601,CA,-1.22226713900000E+002,+3.77820756000000E+001
Bancroft Middle,Middle School,709,2,1150 Bancroft Avenue,San Leandro,Alameda County,94577,CA,-1.22147796200000E+002,+3.77277881000000E+001
Jefferson Elementary,Elementary School,743,2,14300 Bancroft Avenue,San Leandro,Alameda County,94578,CA,-1.22135365000000E+002,+3.77129520000000E+001
Bohannon Middle,Middle School,726,2,800 Bockman Road,San Lorenzo,Alameda County,94580,CA,-1.22125996000000E+002,+3.76705299000000E+001
San Lorenzo High,High School,669,2,50 East Lewelling Boulevard,San Lorenzo,Alameda County,94580,CA,-1.22122524000000E+002,+3.76885710000000E+001
Cesar Chavez Middle,Middle School,725,2,2801 Hop Ranch Road,Union City,Alameda County,94587,CA,-1.22048322200000E+002,+3.75914450000000E+001
Berkeley Technology Academy,High School,700,3,2701 Martin Luther King Junior Way,Berkeley,Alameda County,94703,CA,-1.22271024400000E+002,+3.78594602000000E+001
REALM Charter Middle,Middle School˜,744,3,2023 8th Street,Berkeley,Alameda County,94710,CA,-1.22294912200000E+002,+3.78674569000000E+001
Mountain House Elementary,Elementary School,753,3,3950 Mountain House Road,Byron,Alameda County,94514,CA,-1.21577763900000E+002,+3.77872404000000E+001
Eden Gardens Elementary,Elementary School,768,3,2184 Thayer Avenue,Hayward,Alameda County,94545,CA,-1.22107460500000E+002,+3.76375331000000E+001
Eldridge Elementary,Elementary School,768,3,26825 Eldridge Avenue,Hayward,Alameda County,94544,CA,-1.22085225600000E+002,+3.76364165000000E+001
Faith Ringgold School of Arts and Scienc,Elementary School,764,3,1570 Ward Street,Hayward,Alameda County,94541,CA,-1.22072138700000E+002,+3.76769402000000E+001
Harder Elementary,Elementary School,762,3,495 Wyeth Road,Hayward,Alameda County,94544,CA,-1.22071273300000E+002,+3.76511521000000E+001
Lorin A. Eden Elementary,Elementary School,767,3,27790 Portsmouth Avenue,Hayward,Alameda County,94545,CA,-1.22100067400000E+002,+3.76240960000000E+001
Mt. Eden High,High School,699,3,2300 Panama Street,Hayward,Alameda County,94545,CA,-1.22090479500000E+002,+3.76249325000000E+001
Hillview Crest Elementary,Elementary School,754,3,31410 Wheelon Avenue,Hayward,Alameda County,94544,CA,-1.22035019700000E+002,+3.76142940000000E+001
ASCEND,Elementary School˜,757,3,3709 East 12th Street,Oakland,Alameda County,94601,CA,-1.22221559300000E+002,+3.77735890000000E+001
Aspire Monarch Academy,Elementary School˜,761,3,1445 101st Avenue,Oakland,Alameda County,94603,CA,-1.22167885700000E+002,+3.77426496000000E+001
Bay Area Technology,High School˜,710,3,8251 Fontaine Street,Oakland,Alameda County,94605,CA,-1.22153865200000E+002,+3.77658369000000E+001
Burckhalter Elementary,Elementary School,769,3,3994 Burckhalter Avenue,Oakland,Alameda County,94605,CA,-1.22166804900000E+002,+3.77754248000000E+001
Grass Valley Elementary,Elementary School,769,3,4720 Dunkirk Avenue,Oakland,Alameda County,94605,CA,-1.22124953000000E+002,+3.77531515000000E+001
International Community,Elementary School,757,3,2825 International Boulevard,Oakland,Alameda County,94601,CA,-1.22230619000000E+002,+3.77793766000000E+001
Markham Elementary,Elementary School,749,3,7220 Krause Avenue,Oakland,Alameda County,94605,CA,-1.22178705800000E+002,+3.77655125000000E+001
Garfield Elementary,Elementary School,756,3,13050 Aurora Drive,San Leandro,Alameda County,94577,CA,-1.22185186300000E+002,+3.77040624000000E+001
Monroe Elementary,Elementary School,769,3,3750 Monterey Boulevard,San Leandro,Alameda County,94578,CA,-1.22146289500000E+002,+3.76991779000000E+001
San Leandro High,High School,701,3,2200 Bancroft Avenue,San Leandro,Alameda County,94577,CA,-1.22143240900000E+002,+3.77178626000000E+001
Searles Elementary,Elementary School,760,3,33629 15th Street,Union City,Alameda County,94587,CA,-1.22027409300000E+002,+3.75957988000000E+001
Maya Lin,Elementary School,793,4,825 Taylor Avenue,Alameda,Alameda County,94501,CA,-1.22271668500000E+002,+3.77727100000000E+001
Aspire California College Preparatory Ac,Elementary School˜,792,4,2125 Jefferson Avenue,Berkeley,Alameda County,94703,CA,-1.22278031500000E+002,+3.78690988000000E+001
John Muir Elementary,Elementary School,782,4,2955 Claremont Avenue,Berkeley,Alameda County,94705,CA,-1.22244874900000E+002,+3.78573658000000E+001
Anna Yates Elementary,Elementary School,774,4,1070 41st Street,Emeryville,Alameda County,94608,CA,-1.22278705500000E+002,+3.78324360000000E+001
Vista Alternative,High School,735,4,4455 Seneca Park Avenue,Fremont,Alameda County,94538,CA,-1.21964516200000E+002,+3.75200747000000E+001
Anthony W. Ochoa Middle,Middle School,775,4,2121 Depot Road,Hayward,Alameda County,94545,CA,-1.22109696500000E+002,+3.76403930000000E+001
Bret Harte Middle,Middle School,775,4,1047 E Street,Hayward,Alameda County,94541,CA,-1.22077780000000E+002,+3.76695411000000E+001
Palma Ceia Elementary,Elementary School,777,4,27679 Melbourne Avenue,Hayward,Alameda County,94545,CA,-1.22086595000000E+002,+3.76273900000000E+001
Southgate Elementary,Elementary School,782,4,26601 Calaroga Avenue,Hayward,Alameda County,94545,CA,-1.22094523000000E+002,+3.76384493000000E+001
Treeview Elementary,Elementary School,778,4,30565 Treeview Street,Hayward,Alameda County,94544,CA,-1.22037554400000E+002,+3.76240225000000E+001
Junction K-8,Elementary School,776,4,298 Junction Avenue,Livermore,Alameda County,94551,CA,-1.21766303000000E+002,+3.76875820000000E+001
FAME Public Charter,Elementary School˜,781,4,39899 Balentine Drive,Newark,Alameda County,94560,CA,-1.21993995900000E+002,+3.75213452000000E+001
James A. Graham Elementary,Elementary School,786,4,36270 Cherry Street,Newark,Alameda County,94560,CA,-1.22041367600000E+002,+3.75392216000000E+001
Louis Milani Elementary,Elementary School,784,4,37490 Birch Street,Newark,Alameda County,94560,CA,-1.22023032700000E+002,+3.75346777000000E+001
East Oakland Leadership Academy,Elementary School˜,779,4,2614 Seminary Avenue,Oakland,Alameda County,94605,CA,-1.22189719500000E+002,+3.77718007000000E+001
Edna Brewer Middle,Middle School,773,4,3748 13th Avenue,Oakland,Alameda County,94610,CA,-1.22229310500000E+002,+3.78037444000000E+001
Esperanza Elementary,Elementary School,777,4,10315 E Street,Oakland,Alameda County,94603,CA,-1.22173535900000E+002,+3.77374957000000E+001
Howard Elementary,Elementary School,777,4,8755 Fontaine Street,Oakland,Alameda County,94605,CA,-1.22152239300000E+002,+3.77622390000000E+001
LPS Oakland R & D Campus,High School˜,734,4,8601 MacArthur Boulevard,Oakland,Alameda County,94605,CA,-1.22164086200000E+002,+3.77591887000000E+001
Oakland Technical High,High School,737,4,4351 Broadway,Oakland,Alameda County,94611,CA,-1.22254446700000E+002,+3.78323963000000E+001
Oakland Unity High,High School˜,735,4,6038 Brann Street,Oakland,Alameda County,94605,CA,-1.22184786000000E+002,+3.77735522000000E+001
Urban Promise Academy,Middle School,768,4,3031 East 18th Street,Oakland,Alameda County,94601,CA,-1.22224625100000E+002,+3.77820555000000E+001
John Muir Middle,Middle School,774,4,1444 Williams Street,San Leandro,Alameda County,94577,CA,-1.22168868900000E+002,+3.77148827000000E+001
McKinley Elementary,Elementary School,775,4,2150 East 14th Street,San Leandro,Alameda County,94577,CA,-1.22147218400000E+002,+3.77191982000000E+001
Wilson Elementary,Elementary School,781,4,1300 Williams Street,San Leandro,Alameda County,94577,CA,-1.22166150800000E+002,+3.77157591000000E+001
Corvallis Elementary,Elementary School,791,4,14790 Corvallis Street,San Leandro,Alameda County,94579,CA,-1.22151420000000E+002,+3.76974260000000E+001
Del Rey Elementary,Elementary School,784,4,1510 Vía Sonya,San Lorenzo,Alameda County,94580,CA,-1.22137324100000E+002,+3.76684504000000E+001
Hesperian Elementary,Elementary School,788,4,620 Drew Street,San Lorenzo,Alameda County,94580,CA,-1.22124909900000E+002,+3.76938394000000E+001
Guy Jr. Emanuele Elementary,Elementary School,776,4,100 Decoto Road,Union City,Alameda County,94587,CA,-1.22016127000000E+002,+3.76009833000000E+001
Ruby Bridges Elementary,Elementary School,808,5,351 Jack London Avenue,Alameda,Alameda County,94501,CA,-1.22286370100000E+002,+3.77825318000000E+001
Will C. Wood Middle,Middle School,786,5,420 Grand Street,Alameda,Alameda County,94501,CA,-1.22262451900000E+002,+3.77613266000000E+001
Berkeley High,High School,756,5,1980 Allston Way,Berkeley,Alameda County,94704,CA,-1.22270680700000E+002,+3.78680834000000E+001
Cabrillo Elementary,Elementary School,810,5,36700 San Pedro Drive,Fremont,Alameda County,94536,CA,-1.22023988000000E+002,+3.75518123000000E+001
G. M. Walters Junior High,Middle School,796,5,39600 Logan Drive,Fremont,Alameda County,94538,CA,-1.21983778600000E+002,+3.75370492000000E+001
John F. Kennedy High,High School,743,5,39999 Blacow Road,Fremont,Alameda County,94538,CA,-1.21986646200000E+002,+3.75286578000000E+001
Golden Oak Montessori of Hayward,Elementary School˜,798,5,951 Palisade Street,Hayward,Alameda County,94542,CA,-1.22072790400000E+002,+3.76626432000000E+001
Martin Luther King, Jr. Middle ,Middle School,782,5,26890 Holly Hill Avenue,Hayward,Alameda County,94545,CA,-1.22091280900000E+002,+3.76358787000000E+001
ACORN Woodland Elementary,Elementary School,798,5,1025 81st Avenue,Oakland,Alameda County,94621,CA,-1.22186913100000E+002,+3.77528862000000E+001
Carl B. Munck Elementary,Elementary School,801,5,11900 Campus Drive,Oakland,Alameda County,94619,CA,-1.22174062000000E+002,+3.77952200000000E+001
La Escuelita Elementary,Elementary School,794,5,1100 3rd Avenue,Oakland,Alameda County,94606,CA,-1.22257020400000E+002,+3.77955602000000E+001
Laurel Elementary,Elementary School,798,5,3750 Brown Avenue,Oakland,Alameda County,94619,CA,-1.22196091200000E+002,+3.77929346000000E+001
Lighthouse Community Charter,Elementary School˜,796,5,444 Hegenberger Road,Oakland,Alameda County,94621,CA,-1.22195720000000E+002,+3.77361148000000E+001
Manzanita SEED,Elementary School,801,5,2409 East 27th Street,Oakland,Alameda County,94601,CA,-1.22224828200000E+002,+3.77917497000000E+001
Montera Middle,Middle School,789,5,5555 Ascot Drive,Oakland,Alameda County,94611,CA,-1.22201735200000E+002,+3.78196560000000E+001
Piedmont Avenue Elementary,Elementary School,810,5,4314 Piedmont Avenue,Oakland,Alameda County,94611,CA,-1.22248422200000E+002,+3.78286617000000E+001
Washington Manor Middle,Middle School,791,5,1170 Fargo Avenue,San Leandro,Alameda County,94579,CA,-1.22149185000000E+002,+3.76876990000000E+001
Bay Elementary,Elementary School,798,5,2001 Bockman Road,San Lorenzo,Alameda County,94580,CA,-1.22147057900000E+002,+3.76720306000000E+001
Dayton Elementary,Elementary School,798,5,1500 Dayton Avenue,San Leandro,Alameda County,94579,CA,-1.22157191600000E+002,+3.76879246000000E+001
Grant Elementary,Elementary School,803,5,879 Grant Avenue,San Lorenzo,Alameda County,94580,CA,-1.22135864100000E+002,+3.76813283000000E+001
Academy of Alameda,Middle School˜,808,6,401 Pacific Avenue,Alameda,Alameda County,94501,CA,-1.22285289100000E+002,+3.77769304000000E+001
Leconte Elementary,Elementary School,830,6,2241 Russell Street,Berkeley,Alameda County,94705,CA,-1.22262307200000E+002,+3.78577982000000E+001
E. M. Grimmer Elementary,Elementary School,821,6,43030 Newport Drive,Fremont,Alameda County,94538,CA,-1.21950620600000E+002,+3.75202631000000E+001
John Blacow Elementary,Elementary School,815,6,40404 Sundale Drive,Fremont,Alameda County,94538,CA,-1.21976533800000E+002,+3.75280820000000E+001
Stonebrae Elementary,Elementary School,817,6,28761 Hayward Boulevard,Hayward,Alameda County,94542,CA,-1.22017595200000E+002,+3.76536616000000E+001
E. L. Musick Elementary,Elementary School,832,6,5735 Musick Avenue,Newark,Alameda County,94560,CA,-1.22030599100000E+002,+3.75436432000000E+001
H. A. Snow Elementary,Elementary School,823,6,6580 Mirabeau Drive,Newark,Alameda County,94560,CA,-1.22048875200000E+002,+3.75433796000000E+001
Newark Junior High,Middle School,820,6,6201 Lafayette Avenue,Newark,Alameda County,94560,CA,-1.22040550000000E+002,+3.75420179000000E+001
Newark Memorial High,High School,766,6,39375 Cedar Boulevard,Newark,Alameda County,94560,CA,-1.22000471600000E+002,+3.75213775000000E+001
Bella Vista Elementary,Elementary School,813,6,1025 East 28th Street,Oakland,Alameda County,94610,CA,-1.22237348900000E+002,+3.78001840000000E+001
Franklin Elementary,Elementary School,814,6,915 Foothill Boulevard,Oakland,Alameda County,94606,CA,-1.22248662800000E+002,+3.77935615000000E+001
Greenleaf Elementary,Elementary School,818,6,6328 East 17th Street,Oakland,Alameda County,94621,CA,-1.22194338400000E+002,+3.77646264000000E+001
Oakland Military Institute, College Prep ,High School˜,770,6,3877 Lusk Street,Emeryville,Alameda County,94608,CA,-1.22272713400000E+002,+3.78293502000000E+001
Sequoia Elementary,Elementary School,828,6,3730 Lincoln Avenue,Oakland,Alameda County,94602,CA,-1.22210963800000E+002,+3.78024159000000E+001
Alvarado Elementary,Elementary School,812,6,31100 Fredi Street,Union City,Alameda County,94587,CA,-1.22076016700000E+002,+3.75951108000000E+001
Alvarado Middle,Middle School,812,6,31604 Alvarado Boulevard,Union City,Alameda County,94587,CA,-1.22074654300000E+002,+3.75936226000000E+001
Tom Kitayama Elementary,Elementary School,827,6,1959 Sunsprite Drive,Union City,Alameda County,94587,CA,-1.22049743000000E+002,+3.75987925000000E+001
Encinal High,High School,797,7,210 Central Avenue,Alameda,Alameda County,94501,CA,-1.22289009200000E+002,+3.77727646000000E+001
Henry Haight Elementary,Elementary School,854,7,2025 Santa Clara Avenue,Alameda,Alameda County,94501,CA,-1.22250221100000E+002,+3.77701831000000E+001
Nea Community Learning Center,Elementary School˜,838,7,500 Pacific Avenue,Alameda,Alameda County,94501,CA,-1.22281248500000E+002,+3.77757221000000E+001
William G. Paden Elementary,Elementary School,851,7,444 Central Avenue,Alameda,Alameda County,94501,CA,-1.22283607500000E+002,+3.77711788000000E+001
Cragmont Elementary,Elementary School,855,7,830 Regal Road,Berkeley,Alameda County,94708,CA,-1.22267690100000E+002,+3.78941832000000E+001
Emerson Elementary,Elementary School,851,7,2800 Forest Avenue,Berkeley,Alameda County,94705,CA,-1.22251119500000E+002,+3.78615144000000E+001
Longfellow Arts and Technology Middle,Middle School,829,7,1500 Derby Street,Berkeley,Alameda County,94703,CA,-1.22278284700000E+002,+3.78585111000000E+001
Willard Middle,Middle School,835,7,2425 Stuart Street,Berkeley,Alameda County,94705,CA,-1.22258628800000E+002,+3.78596248000000E+001
Castro Valley Elementary,Elementary School,837,7,20185 San Miguel Avenue,Castro Valley,Alameda County,94546,CA,-1.22082009000000E+002,+3.76983026000000E+001
J. Haley Durham Elementary,Elementary School,844,7,40292 Leslie Street,Fremont,Alameda County,94538,CA,-1.21966316000000E+002,+3.75423780000000E+001
Joseph Azevada Elementary,Elementary School,856,7,39450 Royal Palm Drive,Fremont,Alameda County,94538,CA,-1.21993854300000E+002,+3.75312855000000E+001
Vallejo Mill Elementary,Elementary School,837,7,38569 Canyon Heights Drive,Fremont,Alameda County,94536,CA,-1.21960620600000E+002,+3.75746515000000E+001
Washington High,High School,792,7,38442 Fremont Boulevard,Fremont,Alameda County,94536,CA,-1.21994713500000E+002,+3.75527132000000E+001
Burbank Elementary,Elementary School,845,7,353 B Street,Hayward,Alameda County,94541,CA,-1.22094318000000E+002,+3.76680482000000E+001
Impact Academy of Arts & Technology,High School˜,793,7,2560 Darwin Street,Hayward,Alameda County,94545,CA,-1.22102620100000E+002,+3.76310746000000E+001
Andrew N. Christensen Middle,Middle School,844,7,5757 Haggin Oaks Avenue,Livermore,Alameda County,94551,CA,-1.21728702100000E+002,+3.77254804000000E+001
East Avenue Middle,Middle School,832,7,3951 East Avenue,Livermore,Alameda County,94550,CA,-1.21750459900000E+002,+3.76795706000000E+001
Joe Michell,Elementary School,834,7,1001 Elaine Avenue,Livermore,Alameda County,94550,CA,-1.21783536100000E+002,+3.76691383000000E+001
