Central Region Elementary #17 School,900 East 33rd Street,Los Angeles,CA,90011,Los Angeles County,-1.18E+02,3.40E+01
Central Region Elementary #18 School,260 East 31st Street,Los Angeles,CA,90011,Los Angeles County,-1.18E+02,3.40E+01
Ann Street Elementary School,126 East Bloom Street,Los Angeles,CA,90012,Los Angeles County,-1.18E+02,3.41E+01
Castelar Street Elementary School,840 Yale Street,Los Angeles,CA,90012,Los Angeles County,-1.18E+02,3.41E+01
Central La Area New High #9 School,450 North Grand Avenue,Los Angeles,CA,90012,Los Angeles County,-1.18E+02,3.41E+01
Abram Friedman Occupational School,1646 South Olive Street,Los Angeles,CA,90015,Los Angeles County,-1.18E+02,3.40E+01
College Ready Academy High #4 School,644 West 17th Street,Los Angeles,CA,90015,Los Angeles County,-1.18E+02,3.40E+01
City Of Angels School,1449 South San Pedro,Los Angeles,CA,90015,Los Angeles County,-1.18E+02,3.40E+01
Baldwin Hills Elementary School,5421 Rodeo Road,Los Angeles,CA,90016,Los Angeles County,-1.18E+02,3.40E+01
Coliseum Street Elementary School,4400 Coliseum Street,Los Angeles,CA,90016,Los Angeles County,-1.18E+02,3.40E+01
Cienega Elementary School,2611 South Orange Drive,Los Angeles,CA,90016,Los Angeles County,-1.18E+02,3.40E+01
Academic Leadership Community School,322 Lucas Avenue,Los Angeles,CA,90017,Los Angeles County,-1.18E+02,3.41E+01
Cds Elementary School,333 South Beaudry Avenue,Los Angeles,CA,90017,Los Angeles County,-1.18E+02,3.41E+01
Cds Secondary School,333 South Beaudry Avenue,Los Angeles,CA,90017,Los Angeles County,-1.18E+02,3.41E+01
Birdielee V. Bright Elementary School,1771 West 36th Street,Los Angeles,CA,90018,Los Angeles County,-1.18E+02,3.40E+01
Celerity Nascent Charter School,3417 West Jefferson Boulevard,Los Angeles,CA,90018,Los Angeles County,-1.18E+02,3.40E+01
Central Region Elementary #13 School,3200 West Washington Boulevard,Los Angeles,CA,90018,Los Angeles County,-1.18E+02,3.40E+01
Alta Loma Elementary School,1745 Vineyard Avenue,Los Angeles,CA,90019,Los Angeles County,-1.18E+02,3.40E+01
Arlington Heights Elementary School,1717 Seventh Avenue,Los Angeles,CA,90021,Los Angeles County,-1.18E+02,3.40E+01
Central High School,716 East 14th Street,Los Angeles,CA,90021,Los Angeles County,-1.18E+02,3.40E+01
Alphonso B. Perez Special Education Center School,4540 Michigan Avenue,Los Angeles,CA,90022,Los Angeles County,-1.18E+02,3.40E+01
Brooklyn Avenue Elementary School,4620 Cesar Chavez Avenue,Los Angeles,CA,90022,Los Angeles County,-1.18E+02,3.40E+01
Amanecer Primary Center School,832 South Eastman Avenue,Los Angeles,CA,90023,Los Angeles County,-1.18E+02,3.40E+01
Animo Oscar De La Hoya Charter High School,1114 South Lorena Street,Los Angeles,CA,90023,Los Angeles County,-1.18E+02,3.40E+01
Christopher Dena Elementary School,1314 Dacotah Street,Los Angeles,CA,90023,Los Angeles County,-1.18E+02,3.40E+01
Brockton Avenue Elementary School,1309 Armacost Avenue,Los Angeles,CA,90025,Los Angeles County,-1.18E+02,3.40E+01
Bellevue Primary School,610 North Micheltorena Street,Los Angeles,CA,90026,Los Angeles County,-1.18E+02,3.41E+01
Belmont Community Adult School,1575 West Second Street,Los Angeles,CA,90026,Los Angeles County,-1.18E+02,3.41E+01
Belmont Senior High School,1575 West 2nd Street,Los Angeles,CA,90026,Los Angeles County,-1.18E+02,3.41E+01
Betty Plasencia Elementary School,1321 Cortez Street,Los Angeles,CA,90026,Los Angeles County,-1.18E+02,3.41E+01
Civitas Of Leadership School,1200 West Colton Street,Los Angeles,CA,90026,Los Angeles County,-1.18E+02,3.41E+01
Academic Performance Excellence Academy School,1309 North Wilton Place,Los Angeles,CA,90028,Los Angeles County,-1.18E+02,3.41E+01
Cheremoya Avenue Elementary School,6017 Franklin Avenue,Los Angeles,CA,90028,Los Angeles County,-1.18E+02,3.41E+01
Cheremoya Avenue Elementary School,6017 Franklin Avenue,Los Angeles,CA,90028,Los Angeles County,-1.18E+02,3.41E+01
Abraham Lincoln Senior High School,3501 North Broadway,Los Angeles,CA,90031,Los Angeles County,-1.18E+02,3.41E+01
Albion Street Elementary School,322 South Avenue 18,Los Angeles,CA,90031,Los Angeles County,-1.18E+02,3.41E+01
College Ready Middle Academy #5 School,2635 Pasadena Avenue,Los Angeles,CA,90031,Los Angeles County,-1.18E+02,3.41E+01
Academia Semillas Del Pueblo School,4736 Huntington Drive South,Los Angeles,CA,90032,Los Angeles County,-1.18E+02,3.41E+01
Anahuacalmecac University Preparatory High School,4736 Huntington Drive South,Los Angeles,CA,90032,Los Angeles County,-1.18E+02,3.41E+01
Cesar Chavez Elementary School,5243 Oakland Street,Los Angeles,CA,90032,Los Angeles County,-1.18E+02,3.41E+01
Boyle Heights Continuation School,544 South Mathews Street,Los Angeles,CA,90033,Los Angeles County,-1.18E+02,3.40E+01
Breed Street Elementary School,2226 East Third Street,Los Angeles,CA,90033,Los Angeles County,-1.18E+02,3.40E+01
Bridge Street Elementary School,605 North Boyle Avenue,Los Angeles,CA,90033,Los Angeles County,-1.18E+02,3.41E+01
Central Juvenile Hall School,1605 Eastlake Avenue,Los Angeles,CA,90033,Los Angeles County,-1.18E+02,3.41E+01
Alexander Hamilton Senior High School,2955 Robertson Boulevard,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Clover Avenue Elementary School,11020 Clover Avenue,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Castle Heights Elementary School,9755 Cattaraugus Avenue,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Charnock Road Elementary School,11133 Charnock Road,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Cheviot Hills Continuation School,9200 Cattaraugus Avenue,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Charnock Road Elementary School,11133 Charnock Road,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Cheviot Hills Continuation School,9200 Cattaraugus Avenue,Los Angeles,CA,90034,Los Angeles County,-1.18E+02,3.40E+01
Canfield Avenue Elementary School,9233 Airdrome Street,Los Angeles,CA,90035,Los Angeles County,-1.18E+02,3.41E+01
Accelerated School,4000 South Main Street,Los Angeles,CA,90037,Los Angeles County,-1.18E+02,3.40E+01
Animo Film And Theater Arts Charter High School,3801 South Broadway,Los Angeles,CA,90037,Los Angeles County,-1.18E+02,3.40E+01
Allesandro Elementary School,2210 Riverside Drive,Los Angeles,CA,90039,Los Angeles County,-1.18E+02,3.41E+01
Atwater Avenue Elementary School,3271 Silver Lake Boulevard,Los Angeles,CA,90039,Los Angeles County,-1.18E+02,3.41E+01
Clifford Street Elementary School,2150 Duane Street,Los Angeles,CA,90039,Los Angeles County,-1.18E+02,3.41E+01
Bandini Elementary School,2318 Couts Avenue,Commerce,CA,90040,Los Angeles County,-1.18E+02,3.40E+01
California Academy For Liberal Studies School,7350 North Figueroa Street,Los Angeles,CA,90041,Los Angeles County,-1.18E+02,3.41E+01
Celerity Troika Charter School,1495 Colorado Boulevard,Los Angeles,CA,90041,Los Angeles County,-1.18E+02,3.41E+01
Academia Avance Charter School,115 North Avenue 53,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Aldama Elementary School,632 North Avenue 50,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Annandale Elementary School,6125 Poppy Peak Drive,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Benjamin Franklin Community School,820 North Avenue 54,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Benjamin Franklin Senior High School,820 North Avenue 54,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Buchanan Street Elementary School,5024 Buchanan Street,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Bushnell Way Elementary School,5507 Bushnell Way,Los Angeles,CA,90042,Los Angeles County,-1.18E+02,3.41E+01
Angeles Mesa Elementary School,2611 West 52nd Street,Los Angeles,CA,90043,Los Angeles County,-1.18E+02,3.40E+01
College Ready Academy High #7 School,2941 West 70th Street,Los Angeles,CA,90043,Los Angeles County,-1.18E+02,3.40E+01
College Ready Middle Academy #3 School,5355 South Fourth Avenue,Los Angeles,CA,90043,Los Angeles County,-1.18E+02,3.40E+01
College Ready Middle Academy #7 School,2941 West 70th Street,Los Angeles,CA,90043,Los Angeles County,-1.18E+02,3.40E+01
Bret Harte Preparatory Middle School,9301 South Hoover Street,Los Angeles,CA,90044,Los Angeles County,-1.18E+02,3.40E+01
Budlong Avenue Elementary School,5940 South Budlong Avenue,Los Angeles,CA,90044,Los Angeles County,-1.18E+02,3.40E+01
Bright Star Secondary Charter Academy School,5431 West 98th Street,Los Angeles,CA,90045,Los Angeles County,-1.18E+02,3.39E+01
Animo South Los Angeles Charter School,11100 Western Avenue,Los Angeles,CA,90047,Los Angeles County,-1.18E+02,3.39E+01
Carthay Center Elementary School,6351 West Olympic Boulevard,Los Angeles,CA,90048,Los Angeles County,-1.18E+02,3.41E+01
Brentwood Science School,740 Gretna Green Way,Los Angeles,CA,90049,Los Angeles County,-1.18E+02,3.41E+01
Community Magnet Charter Elementary School,11301 Bellagio Road,Los Angeles,CA,90049,Los Angeles County,-1.18E+02,3.41E+01
Charles White Elementary School,2401 Wilshire Boulevard,Los Angeles,CA,90057,Los Angeles County,-1.18E+02,3.41E+01
Charles White Elementary School,2401 Wilshire Boulevard,Los Angeles,CA,90057,Los Angeles County,-1.18E+02,3.41E+01
Animo Locke Technology High School,810 East 111th Place,Los Angeles,CA,90059,Los Angeles County,-1.18E+02,3.39E+01
Barack Obama Charter School,1667 East 118th Street,Los Angeles,CA,90059,Los Angeles County,-1.18E+02,3.39E+01
College Ready Middle Academy #4 School,1630 East 111th Street,Los Angeles,CA,90059,Los Angeles County,-1.18E+02,3.39E+01
Carver Elementary School,1425 East 120th Street,Los Angeles,CA,90059,Los Angeles County,-1.18E+02,3.39E+01
Alain Leroy Locke High School,325 East 111th Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Animo Locke Ace Academy School,325 East 111th Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Animo Locke Charter High #1 School,325 East 111th Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Animo Locke Charter High #2 School,325 East 111th Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Animo Locke Charter High #3 School,325 East 111th Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Animo Watts Charter High School,12628 Avalon Boulevard,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Avalon Gardens Elementary School,13940 South San Pedro Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Benjamin Banneker Special Education Center School,14024 South San Pedro Street,Los Angeles,CA,90061,Los Angeles County,-1.18E+02,3.39E+01
Barack Obama Global Preparation Academy School,1700 West 46th Street,Los Angeles,CA,90062,Los Angeles County,-1.18E+02,3.40E+01
College Ready Academy High #5 School,1726 West Martin Luther King,Los Angeles,CA,90062,Los Angeles County,-1.18E+02,3.40E+01
Belvedere Elementary School,3724 East First Street,Los Angeles,CA,90063,Los Angeles County,-1.18E+02,3.40E+01
Belvedere Middle School,312 North Record Avenue,Los Angeles,CA,90063,Los Angeles County,-1.18E+02,3.40E+01
City Terrace Elementary School,4350 City Terrace Drive,Los Angeles,CA,90063,Los Angeles County,-1.18E+02,3.41E+01
Aragon Avenue Elementary School,1118 Aragon Avenue,Los Angeles,CA,90065,Los Angeles County,-1.18E+02,3.41E+01
Arroyo Seco Museum Science School,4805 Sycamore Terrace,Los Angeles,CA,90065,Los Angeles County,-1.18E+02,3.41E+01
Beethoven Street Elementary School,3711 Beethoven Street,Los Angeles,CA,90066,Los Angeles County,-1.18E+02,3.40E+01
Bell Gardens Adult School,6119 Agra Street,Bell Gardens,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Bell Gardens Elementary School,5620 Quinn Street,Bell Gardens,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Bell Gardens High School,6119 Agra Street,Bell Gardens,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Bell Gardens Intermediate School,5841 Live Oak Street,Bell Gardens,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Bell Senior High School,4328 Bell Avenue,Bell,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Cesar E. Chavez Elementary School,6139 Loveland Street,Bell Gardens,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Corona Avenue Elementary School,3825 Bell Avenue,Bell,CA,90201,Los Angeles County,-1.18E+02,3.40E+01
Beverly Hills Adult School,255 South Lasky Drive,Beverly Hills,CA,90212,Los Angeles County,-1.18E+02,3.41E+01
Beverly Hills High School,241 Moreno Drive,Beverly Hills,CA,90212,Los Angeles County,-1.18E+02,3.41E+01
Beverly Vista Elementary School,200 South Elm Drive,Beverly Hills,CA,90212,Los Angeles County,-1.18E+02,3.41E+01
College Ready Academy High #11 School,1070 Wilmington Avenue,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Bur Elementary School,2505 West 156th Street,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Caldwell Street Elementary School,2300 West Caldwell Street,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Compton Adult School,1104 East 148th Street,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Compton Community Day High School,417 West Alondra,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Compton Community Day Middle School,417 West Alondra,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Compton High School,601 South Acacia Street,Compton,CA,90220,Los Angeles County,-1.18E+02,3.39E+01
Compton Unified Rop School,700 North Bullis Road,Compton,CA,90221,Los Angeles County,-1.18E+02,3.39E+01
Anderson Elementary School,2210 East 130th Street,Compton,CA,90222,Los Angeles County,-1.18E+02,3.39E+01
Bunche Middle School,12338 Mona Boulevard,Compton,CA,90222,Los Angeles County,-1.18E+02,3.39E+01
Centennial High School,2606 North Central Avenue,Compton,CA,90222,Los Angeles County,-1.18E+02,3.39E+01
Cesar Chavez Continuation High School,12501 North Wilmington,Compton,CA,90222,Los Angeles County,-1.18E+02,3.39E+01
Braddock Drive Elementary School,4711 Inglewood Boulevard,Culver City,CA,90230,Los Angeles County,-1.18E+02,3.40E+01
Columbus Continuation School,12330 Woodruff Avenue,Downey,CA,90241,Los Angeles County,-1.18E+02,3.39E+01
Alameda Elementary School,8613 East Alameda Street,Downey,CA,90242,Los Angeles County,-1.18E+02,3.39E+01
Alternative Opportunity Programs School,12830 Columbia Way,Downey,CA,90242,Los Angeles County,-1.18E+02,3.39E+01
Carpenter Elementary School,9439 East Foster Road,Downey,CA,90242,Los Angeles County,-1.18E+02,3.39E+01
Arena High (Continuation) School,630 Arena Street,El Segundo,CA,90245,Los Angeles County,-1.18E+02,3.39E+01
Center Street Elementary School,700 Center Street,El Segundo,CA,90245,Los Angeles County,-1.18E+02,3.39E+01
Amestoy Elementary School,1048 West 149th Street,Gardena,CA,90247,Los Angeles County,-1.18E+02,3.39E+01
C. Morley Sellery Special Education Center School,15805 South Budlong Avenue,Gardena,CA,90247,Los Angeles County,-1.18E+02,3.39E+01
Chapman Elementary School,1947 Marine Avenue,Gardena,CA,90249,Los Angeles County,-1.18E+02,3.39E+01
Chapman Elementary School,1947 Marine Avenue,Gardena,CA,90249,Los Angeles County,-1.18E+02,3.39E+01
Bud Carson Middle School,13838 South Yukon Avenue,Hawthorne,CA,90250,Los Angeles County,-1.18E+02,3.39E+01
Cimarron Avenue Elementary School,11559 Cimarron Avenue,Hawthorne,CA,90250,Los Angeles County,-1.18E+02,3.39E+01
Academia Moderna School,2410 Broadway,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Aspire Antonio Maria Lugo Academy School,2665 Clarendon Avenue,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Aspire Huntington Park Charter School,6005 Stafford Avenue,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Aspire Junior Collegiate Academy School,2665 Clarendon Avenue,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Aspire Titan Academy School,6724 South Alameda Street,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Chester W. Nimitz Middle School,6021 Carmelita Avenue,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Chester W. Nimitz Middle School,6021 Carmelita Avenue,Huntington Park,CA,90255,Los Angeles County,-1.18E+02,3.40E+01
Billy Mitchell Elementary School,14429 Condon Avenue,Lawndale,CA,90260,Los Angeles County,-1.18E+02,3.39E+01
Cesar Chavez Middle School,3898 Abbott Road,Lynwood,CA,90262,Los Angeles County,-1.18E+02,3.39E+01
Aurelia Pennekamp Elementary School,110 South Rowell,Manhattan Beach,CA,90266,Los Angeles County,-1.18E+02,3.39E+01
Cornerstone At Pedregal Elementary School,6069 Groveoak Place,Rancho Palos Verdes,CA,90275,Los Angeles County,-1.18E+02,3.38E+01
Alta Vista Elementary School,815 Knob Hill Avenue,Redondo Beach,CA,90277,Los Angeles County,-1.18E+02,3.38E+01
Beryl Heights Elementary School,920 Beryl Street,Redondo Beach,CA,90277,Los Angeles County,-1.18E+02,3.39E+01
Adams Middle School,2600 Ripley Avenue,Redondo Beach,CA,90278,Los Angeles County,-1.18E+02,3.39E+01
Birney Elementary School,1600 Green Lane,Redondo Beach,CA,90278,Los Angeles County,-1.18E+02,3.39E+01
Centinela Valley Adult School,14901 Inglewood Avenue,Redondo Beach,CA,90278,Los Angeles County,-1.18E+02,3.39E+01
Centinela Valley Independent Study School,4951 Marine Avenue,Redondo Beach,CA,90278,Los Angeles County,-1.18E+02,3.39E+01
Bryson Avenue Elementary School,4470 Missouri Avenue,South Gate,CA,90280,Los Angeles County,-1.18E+02,3.39E+01
Animo Venice Charter High School,820 Broadway Street,Los Angeles,CA,90291,Los Angeles County,-1.18E+02,3.40E+01
Broadway Elementary School,1015 Lincoln Boulevard,Los Angeles,CA,90291,Los Angeles County,-1.18E+02,3.40E+01
Animo Leadership High School,1155 West Arbor Vitae Street,Inglewood,CA,90301,Los Angeles County,-1.18E+02,3.40E+01
Century Community Charter School,901 South Maple Avenue,Inglewood,CA,90301,Los Angeles County,-1.18E+02,3.40E+01
City Honors High School,155 West Kelso Avenue,Inglewood,CA,90301,Los Angeles County,-1.18E+02,3.40E+01
Centinela Elementary School,1123 Marlborough Avenue,Inglewood,CA,90302,Los Angeles County,-1.18E+02,3.40E+01
Bennett/Kew Elementary School,11710 South Cherry Avenue,Inglewood,CA,90303,Los Angeles County,-1.18E+02,3.39E+01
Century Park Elementary School,10935 South Spinning Avenue,Inglewood,CA,90303,Los Angeles County,-1.18E+02,3.39E+01
Children Of Promise Preparatory Academy School,3130 West 111th Place,Inglewood,CA,90303,Los Angeles County,-1.18E+02,3.39E+01
Children Of Promise Preparatory Academy School,3130 West 111th Place,Inglewood,CA,90303,Los Angeles County,-1.18E+02,3.39E+01
Clas Affirmation School,2930 West Imperial Hwy,Inglewood,CA,90303,Los Angeles County,-1.18E+02,3.39E+01
Buford Elementary School,4919 West 109th Street,Inglewood,CA,90304,Los Angeles County,-1.18E+02,3.39E+01
Animo Inglewood Charter High School,3425 West Manchester Boulevard,Inglewood,CA,90305,Los Angeles County,-1.18E+02,3.40E+01
Century Academy For Excellence School,2400 West 85th Street,Inglewood,CA,90305,Los Angeles County,-1.18E+02,3.40E+01
Canyon Elementary School,421 Entrada Drive,Santa Monica,CA,90402,Los Angeles County,-1.19E+02,3.40E+01
Anza Elementary School,21400 Ellinwood Drive,Torrance,CA,90503,Los Angeles County,-1.18E+02,3.38E+01
Bert M. Lynn Middle School,5038 Halison Street,Torrance,CA,90503,Los Angeles County,-1.18E+02,3.39E+01
Arlington Elementary School,17800 Van Ness Avenue,Torrance,CA,90504,Los Angeles County,-1.18E+02,3.39E+01
Casimir Middle School,17220 Casimir Avenue,Torrance,CA,90504,Los Angeles County,-1.18E+02,3.39E+01
Calle Mayor Middle School,4800 Calle Mayor,Torrance,CA,90505,Los Angeles County,-1.18E+02,3.38E+01
California High School,9800 South Mills Avenue,Whittier,CA,90604,Los Angeles County,-1.18E+02,3.39E+01
Ceres Elementary School,10601 South Ceres Avenue,Whittier,CA,90604,Los Angeles County,-1.18E+02,3.39E+01
Adult Division Center School,9401 South Painter Avenue,Whittier,CA,90605,Los Angeles County,-1.18E+02,3.40E+01
Carmela Elementary School,13300 Lakeland Road,Whittier,CA,90605,Los Angeles County,-1.18E+02,3.39E+01
Ada S. Nelson Elementary School,8140 South Vicki Drive,Whittier,CA,90606,Los Angeles County,-1.18E+02,3.40E+01
Aeolian Elementary School,11600 Aeolian Street,Whittier,CA,90606,Los Angeles County,-1.18E+02,3.40E+01
Christian Sorensen Elementary School,11493 East Rosehedge Drive,Whittier,CA,90606,Los Angeles County,-1.18E+02,3.40E+01
Arthur F. Corey Elementary School,7351 Holder Street,Buena Park,CA,90620,Orange County,-1.18E+02,3.39E+01
Buena Park Junior High School,6931 Orangethorpe Avenue,Buena Park,CA,90620,Orange County,-1.18E+02,3.39E+01
Buena Terra Elementary School,8299 Holder Street,Buena Park,CA,90620,Orange County,-1.18E+02,3.38E+01
Buena Park High School,8833 Academy Drive,Buena Park,CA,90621,Orange County,-1.18E+02,3.39E+01
Carl E. Gilbert Elementary School,7255 Eighth Street,Buena Park,CA,90621,Orange County,-1.18E+02,3.39E+01
Charles G. Emery Elementary School,8600 Somerset Street,Buena Park,CA,90621,Orange County,-1.18E+02,3.39E+01
Charles G. Emery Elementary School,8600 Somerset Street,Buena Park,CA,90621,Orange County,-1.18E+02,3.39E+01
A. E. Arnold Elementary School,9281 Denni Street,Cypress,CA,90630,Orange County,-1.18E+02,3.38E+01
Clara J. King Elementary School,8710 Moody Street,Cypress,CA,90630,Orange County,-1.18E+02,3.38E+01
Arbolita Elementary School,1001 East Brookdale Avenue,La Habra,CA,90631,Orange County,-1.18E+02,3.39E+01
Arlie F. Hutchinson Middle School,13900 Estero Road,La Mirada,CA,90638,Los Angeles County,-1.18E+02,3.39E+01
Anna M. Glazier Elementary School,10932 East Excelsior Drive,Norwalk,CA,90650,Los Angeles County,-1.18E+02,3.39E+01
Arturo Sanchez Elementary School,11960 East 162nd Street,Norwalk,CA,90650,Los Angeles County,-1.18E+02,3.39E+01
Cesar Chavez Elementary School,12110 East Walnut Street,Norwalk,CA,90650,Los Angeles County,-1.18E+02,3.39E+01
Alice M. Birney Elementary School,8501 Orange Avenue,Pico Rivera,CA,90660,Los Angeles County,-1.18E+02,3.40E+01
Abc Adult School,12254 Cuesta Drive,Cerritos,CA,90703,Los Angeles County,-1.18E+02,3.39E+01
Abc Secondary (Alternative) School,16534 South Carmenita Road,Cerritos,CA,90703,Los Angeles County,-1.18E+02,3.39E+01
Benito Juarez Elementary School,11939 Aclare Street,Cerritos,CA,90703,Los Angeles County,-1.18E+02,3.39E+01
