Active,Not Applicable,ML81563186,2622 Carlmont Drive,1598000,6,3,3,2,1,2060,2.35E+04,Belmont,19,-1.22E+02,3.75E+01,"37.504484, -122.29975"
Active,Not Applicable,ML81563425,1511 Ralston Avenue,1948000,5,5,4,4,1,2670,1.62E+04,Belmont,74,-1.22E+02,3.75E+01,"37.514424, -122.284696"
Active,Not Applicable,ML81563593,2005 Arbor Avenue,1800000,4,3,3,2,1,2630,7.60E+03,Belmont,75,-1.22E+02,3.75E+01,"37.51748, -122.293943"
Active,Not Applicable,ML81563721,400 Davey Glen Road,490000,4,1,1,1,0,725,,Belmont,51,-1.22E+02,3.75E+01,"37.5251747, -122.2864041"
Active,Not Applicable,ML81563788,1111 Academy Avenue,950000,4,1,2,1,0,1023,6.21E+03,Belmont,69,-1.22E+02,3.75E+01,"37.514437, -122.293634"
Active,Not Applicable,ML81564085,2502 Monserat Avenue,1388000,1,2,3,2,0,1830,7.60E+03,Belmont,57,-1.22E+02,3.75E+01,"37.518053, -122.307182"
Active,Not Applicable,ML81511974,260 Annis Road,1398000,193,5,3,4,1,3120,3.00E+03,Brisbane,35,-1.22E+02,3.77E+01,"37.677759, -122.396709"
Pending,Not Applicable,ML81512906,714 Humboldt Road,1480000,121,3,5,3,0,3244,7.25E+03,Brisbane,80,-1.22E+02,3.77E+01,"37.679303, -122.404536"
Pending,,ML81522240,305 Humboldt Road,1150000,37,5,4,4,1,3010,1.36E+04,Brisbane,57,-1.22E+02,3.77E+01,"37.6819149, -122.406473"
Pending,Not Applicable,ML81534337,163 Elderberry Lane,1950000,35,3,5,3,0,2995,6.63E+03,Brisbane,1,-1.22E+02,3.77E+01,"37.6985658, -122.4201153"
Active,Not Applicable,ML81547680,85 Lily Court,1649000,48,3,4,2,1,2837,6.86E+03,Brisbane,7,-1.22E+02,3.77E+01,"37.6968405, -122.420577"
Pending,Not Applicable,ML81548863,239 Alvarado Street,698000,13,2,3,2,0,910,2.80E+03,Brisbane,84,-1.22E+02,3.77E+01,"37.682507, -122.399203"
Contingent,Not Applicable,ML81549815,513 Callippe Court,599000,9,2,2,2,0,1070,2.53E+04,Brisbane,17,-1.22E+02,3.77E+01,"37.694345, -122.419497"
Pending,Not Applicable,ML81550648,133 Monterey Street,600000,10,1,2,1,0,780,2.88E+03,Brisbane,69,-1.22E+02,3.77E+01,"37.683464, -122.40013"
Active,Not Applicable,ML81561939,420 Humboldt Road,998000,14,4,5,4,0,2750,9.10E+03,Brisbane,66,-1.22E+02,3.77E+01,"37.680947, -122.407307"
Pending,Not Applicable,ML81562455,378 Klamath Street,580000,5,1,2,1,0,1230,4.60E+03,Brisbane,80,-1.22E+02,3.77E+01,"37.681784, -122.403061"
Active,Not Applicable,ML81520909,2656 Summit Drive,2465000,130,5,4,3,2,3060,3.95E+04,Burlingame,46,-1.22E+02,3.76E+01,"37.575187, -122.384274"
Pending,Not Applicable,ML81521692,123-125 Bloomfield Road,1998000,84,3,5,3,0,2960,7.50E+03,Burlingame,105,-1.22E+02,3.76E+01,"37.580915, -122.339036"
Active,Not Applicable,ML81533966,8 La Strada Court,3999888,98,6,5,5,1,5800,1.30E+04,Burlingame,16,-1.22E+02,3.76E+01,"37.570876, -122.393105"
Pending,Not Applicable,ML81534313,949 Laguna Avenue,1199000,11,1,2,1,0,1010,5.75E+03,Burlingame,94,-1.22E+02,3.76E+01,"37.58393, -122.359856"
Active,Not Applicable,ML81545844,125 Alturas Drive,2680000,64,4,4,3,1,2870,1.28E+04,Burlingame,88,-1.22E+02,3.76E+01,"37.573329, -122.391917"
Pending,Not Applicable,ML81546080,912 Park Avenue,1498800,25,1,2,1,0,1080,6.00E+03,Burlingame,90,-1.22E+02,3.76E+01,"37.584877, -122.351819"
Pending,Not Applicable,ML81546860,526 Marin Drive,2320999,40,3,4,3,0,3055,6.25E+03,Burlingame,66,-1.22E+02,3.76E+01,"37.5857979, -122.34664"
Pending,REO / Bank Owned Property,ML81548132,1507-1509 Willow Avenue,1299900,31,2,2,2,0,1210,1.40E+04,Burlingame,104,-1.22E+02,3.76E+01,"37.5792468, -122.3582129"
Active,Not Applicable,ML81548188,18 Dwight Road,1950000,43,3,4,3,0,2460,5.80E+03,Burlingame,89,-1.22E+02,3.76E+01,"37.581113, -122.334935"
Pending,Not Applicable,ML81548689,1404 El Camino Real,999000,11,3,2,2,1,1567,7.02E+03,Burlingame,17,-1.22E+02,3.76E+01,"37.587497, -122.371311"
Contingent,Not Applicable,ML81548945,738 Winchester Drive,1950000,22,3,4,2,1,2560,6.00E+03,Burlingame,86,-1.22E+02,3.76E+01,"37.585699, -122.348939"
Active,Not Applicable,ML81549465,1516 Los Montes Drive,4390000,33,6,5,4,2,5119,1.27E+04,Burlingame,0,-1.22E+02,3.76E+01,"37.5744479, -122.394933"
Pending,Not Applicable,ML81549572,1444 El Camino Real,699500,20,3,2,2,1,1375,,Burlingame,29,-1.22E+02,3.76E+01,"37.588239, -122.372552"
Pending,Not Applicable,ML81549658,12 Kenmar Way,2450000,10,4,4,3,1,3688,1.10E+04,Burlingame,62,-1.22E+02,3.76E+01,"37.576174, -122.384152"
Pending,Not Applicable,ML81549675,1421 El Camino Real,900000,10,2,2,2,0,1190,7.44E+03,Burlingame,37,-1.22E+02,3.76E+01,"37.587763, -122.372988"
Contingent,Not Applicable,ML81549728,1110 Bayswater Avenue,879000,15,2,2,2,0,1270,1.73E+04,Burlingame,33,-1.22E+02,3.76E+01,"37.5771908, -122.3429038"
Contingent,Not Applicable,ML81550064,1136 Dufferin Avenue,1198000,15,1,2,1,0,1050,5.04E+03,Burlingame,74,-1.22E+02,3.76E+01,"37.5930589, -122.380398"
Pending,Not Applicable,ML81550337,124 Pepper Avenue,2295000,13,3,3,2,1,2110,1.19E+04,Burlingame,84,-1.22E+02,3.76E+01,"37.571528, -122.350786"
Contingent,Not Applicable,ML81550558,2116 Broadway,1775000,14,2,3,2,0,2040,6.00E+03,Burlingame,92,-1.22E+02,3.76E+01,"37.579594, -122.370662"
Contingent,Not Applicable,ML81550928,1800 Trousdale Drive,988000,14,2,2,2,0,1275,2.40E+04,Burlingame,1,-1.22E+02,3.76E+01,"37.5927158, -122.3856679"
Pending,Not Applicable,ML81561199,777 Morrell Avenue,525000,11,1,1,1,0,880,2.27E+04,Burlingame,34,-1.22E+02,3.76E+01,"37.586576, -122.351201"
Contingent,Not Applicable,ML81561245,808 Winchester Drive,1445000,6,2,3,2,0,1960,7.20E+03,Burlingame,70,-1.22E+02,3.76E+01,"37.5864059, -122.350061"
Pending,Not Applicable,ML81561331,2000 Ray Drive,1998000,14,3,5,3,0,2283,5.82E+03,Burlingame,68,-1.22E+02,3.76E+01,"37.58775, -122.381414"
Pending,Not Applicable,ML81561420,1313 De Soto Avenue,2398000,6,3,4,3,0,2680,5.00E+03,Burlingame,14,-1.22E+02,3.76E+01,"37.581004, -122.373662"
Active,Not Applicable,ML81561435,1620 Coronado Way,2350000,18,3,4,3,0,2400,5.50E+03,Burlingame,68,-1.22E+02,3.76E+01,"37.590044, -122.380129"
Pending,Not Applicable,ML81561683,815 Park Avenue,1148000,11,1,2,1,0,1110,5.00E+03,Burlingame,114,-1.22E+02,3.76E+01,"37.585306, -122.35031"
Active,Not Applicable,ML81562066,1436 Balboa Avenue,2099000,13,3,4,3,0,2790,7.00E+03,Burlingame,90,-1.22E+02,3.76E+01,"37.587732, -122.373859"
Pending,Not Applicable,ML81562468,1621 Balboa Way,2199000,8,4,4,3,1,3020,5.50E+03,Burlingame,46,-1.22E+02,3.76E+01,"37.5904173, -122.3798002"
Active,Not Applicable,ML81562508,1150 Oxford Road,1950000,11,2,3,2,0,2400,8.19E+03,Burlingame,77,-1.22E+02,3.76E+01,"37.589486, -122.374463"
Contingent,Not Applicable,ML81562706,1277 Balboa Avenue,2900000,4,4,4,4,0,2772,5.00E+03,Burlingame,7,-1.22E+02,3.76E+01,"37.584879, -122.369784"
Active,Not Applicable,ML81562769,1520 Hoover Avenue,2985000,8,3,4,2,1,2347,6.00E+03,Burlingame,96,-1.22E+02,3.76E+01,"37.584645, -122.380991"
Active,Not Applicable,ML81563363,524 Francisco Drive,1698000,6,2,3,2,0,2105,6.25E+03,Burlingame,86,-1.22E+02,3.76E+01,"37.585961, -122.347704"
Active,Not Applicable,ML81563394,1536 La Mesa Drive,1950000,5,2,3,2,0,2250,1.02E+04,Burlingame,54,-1.22E+02,3.76E+01,"37.577087, -122.394397"
Active,Not Applicable,ML81563687,709 Acacia Drive,1148000,4,1,3,1,0,1190,5.38E+03,Burlingame,92,-1.22E+02,3.76E+01,"37.579797, -122.355408"
Active,Not Applicable,ML81563770,1921 Hillside Drive,2395000,4,2,4,2,0,2222,6.00E+03,Burlingame,89,-1.22E+02,3.76E+01,"37.584098, -122.374626"
Active,Not Applicable,ML81563907,5 Tiara Court,2599888,1,4,4,3,1,3780,1.61E+04,Burlingame,37,-1.22E+02,3.76E+01,"37.572926, -122.387572"
Active,Not Applicable,ML81563920,1120 Killarney Lane,1699000,1,3,3,3,0,2080,5.00E+03,Burlingame,74,-1.22E+02,3.76E+01,"37.593183, -122.37922"
Active,Not Applicable,ML81448988,1200 Smith Avenue,2100000,400,1,2,1,0,416,5.55E+03,Campbell,66,-1.22E+02,3.73E+01,"37.273913, -121.970898"
Active,Not Applicable,ML81520186,1601 Van Dusen Lane,2198000,135,4,5,4,0,4039,1.35E+04,Campbell,10,-1.22E+02,3.73E+01,"37.265364, -121.978877"
Active,Not Applicable,ML81521201,211 Sunnyside Avenue,1190000,127,1,2,1,0,840,8.75E+03,Campbell,108,-1.22E+02,3.73E+01,"37.283176, -121.946098"
Contingent,,ML81533639,677 El Patio Drive,990000,81,2,3,2,0,1399,6.97E+03,Campbell,79,-1.22E+02,3.73E+01,"37.2902526, -121.9379584"
Pending,New Subdivision,ML81545498,51 Kennedy Avenue,1224990,17,4,3,3,1,1955,2.00E+03,Campbell,0,-1.22E+02,3.73E+01,"37.281962, -121.948894"
Pending,Not Applicable,ML81546342,660 Inwood Drive,1075000,13,2,3,2,0,1336,6.20E+03,Campbell,54,-1.22E+02,3.73E+01,"37.276369, -121.974067"
Pending,Not Applicable,ML81546379,473 Kings Court,995000,7,2,4,2,0,1517,6.83E+03,Campbell,52,-1.22E+02,3.73E+01,"37.292305, -121.958191"
Contingent,Not Applicable,ML81547085,1655 Walters Avenue,800000,17,1,2,1,0,528,5.40E+03,Campbell,81,-1.22E+02,3.73E+01,"37.267652, -121.97904"
Active,Not Applicable,ML81547334,959 Emory Avenue,1249998,50,2,4,2,0,2190,7.28E+03,Campbell,69,-1.22E+02,3.73E+01,"37.272887, -121.957642"
Active,Not Applicable,ML81547733,844 Virginia Avenue,1590000,48,2,4,2,0,2000,9.90E+03,Campbell,91,-1.22E+02,3.73E+01,"37.274488, -121.963912"
Pending,Not Applicable,ML81548022,221 Cherry Lane,980000,11,2,4,2,0,1872,9.45E+03,Campbell,69,-1.22E+02,3.73E+01,"37.283831, -121.953784"
Pending,Not Applicable,ML81548360,1132 Capri Drive,530000,9,2,1,1,1,1020,9.30E+02,Campbell,35,-1.22E+02,3.73E+01,"37.2704635, -121.960643"
Active,Not Applicable,ML81548642,1235 Shamrock Drive,1099000,19,3,4,2,1,2120,9.45E+03,Campbell,61,-1.22E+02,3.73E+01,"37.269335, -121.943929"
Pending,Not Applicable,ML81548953,1661 La Pradera Drive,938700,2,2,3,2,0,1272,6.00E+03,Campbell,59,-1.22E+02,3.73E+01,"37.286791, -121.979608"
Active,Not Applicable,ML81549280,604 W Sunnyoaks Avenue,849000,34,3,3,2,1,1738,1.67E+03,Campbell,27,-1.22E+02,3.73E+01,"37.271821, -121.960253"
Pending,Not Applicable,ML81549291,1829 Regina Way,1060000,13,1,3,1,0,1255,1.13E+04,Campbell,64,-1.22E+02,3.73E+01,"37.269641, -121.982631"
Pending,Not Applicable,ML81549436,79 Amato Avenue,1098000,12,2,3,2,0,1633,9.50E+03,Campbell,67,-1.22E+02,3.73E+01,"37.287905, -121.966191"
Pending,Not Applicable,ML81549475,366 Manchester Avenue,1088000,10,2,3,2,0,1682,7.13E+03,Campbell,62,-1.22E+02,3.73E+01,"37.292298, -121.925038"
Contingent,Not Applicable,ML81549681,372 Union Avenue,595000,8,2,2,2,0,1065,1.00E+03,Campbell,32,-1.22E+02,3.73E+01,"37.281255, -121.935317"
Active,Not Applicable,ML81549709,1205 Lovell Avenue,1298000,29,1,2,1,0,1085,1.43E+04,Campbell,69,-1.22E+02,3.73E+01,"37.272754, -121.970798"
Pending,Not Applicable,ML81549765,1097 Linda Drive,1075000,9,2,4,2,0,1364,6.87E+03,Campbell,53,-1.22E+02,3.73E+01,"37.273626, -121.9683439"
Pending,Not Applicable,ML81549809,1235 Audrey Avenue,1795950,6,2,3,2,0,1795,2.10E+04,Campbell,70,-1.22E+02,3.73E+01,"37.266289, -121.971999"
Active,Not Applicable,ML81549891,1045 Hazel Avenue,1628000,28,4,4,3,1,2309,6.05E+03,Campbell,0,-1.22E+02,3.73E+01,"37.27583, -121.967256"
Pending,Not Applicable,ML81549904,157 N Central Avenue,800000,9,3,3,2,1,1565,7.80E+02,Campbell,35,-1.22E+02,3.73E+01,"37.289523, -121.943958"
Pending,Not Applicable,ML81550103,1428 Maysun Court,1599000,13,3,4,3,0,3388,9.03E+03,Campbell,24,-1.22E+02,3.73E+01,"37.266606, -121.978637"
Pending,Not Applicable,ML81550228,1331 Elam Avenue,1378000,10,3,4,2,1,2527,8.57E+03,Campbell,13,-1.22E+02,3.73E+01,"37.274455, -121.973371"
Active,Not Applicable,ML81550233,552 Valley Forge Way,680000,10,3,3,2,1,1242,1.50E+03,Campbell,41,-1.22E+02,3.73E+01,"37.296895, -121.960635"
Pending,Not Applicable,ML81550808,860 Apricot Avenue,649000,10,2,2,2,0,1065,1.10E+03,Campbell,34,-1.22E+02,3.73E+01,"37.28278, -121.934051"
Active,Not Applicable,ML81550834,727 Duncanville Court,698000,21,3,3,2,1,1727,1.08E+03,Campbell,38,-1.22E+02,3.73E+01,"37.285351, -121.937251"
Active,New Subdivision,ML81550984,47 Kennedy Avenue,1194990,21,4,3,3,1,1971,1.43E+03,Campbell,0,-1.22E+02,3.73E+01,"37.2819621, -121.9489539"
Pending,New Subdivision,ML81550985,63 Braxton Terrace,1027990,8,4,3,3,1,1947,1.43E+03,Campbell,0,-1.22E+02,3.73E+01,"37.2871651, -121.9499568"
Pending,Not Applicable,ML81551012,833 S San Tomas Aquino Road,730000,14,2,2,2,0,1500,1.07E+03,Campbell,35,-1.22E+02,3.73E+01,"37.275007, -121.971428"
Active,Not Applicable,ML81561195,341 Harrison Avenue,1699000,19,3,4,3,0,2127,7.10E+03,Campbell,10,-1.22E+02,3.73E+01,"37.292055, -121.942853"
Active,Not Applicable,ML81561205,718 Millich Drive,629950,17,2,2,2,0,1018,1.20E+03,Campbell,52,-1.22E+02,3.73E+01,"37.2975877, -121.9592721"
Pending,Not Applicable,ML81561685,940 Smith Avenue,880000,4,2,3,2,0,1008,6.60E+03,Campbell,55,-1.22E+02,3.73E+01,"37.274092, -121.965395"
Active,Not Applicable,ML81561691,1181 Hazelwood Avenue,1499888,14,2,4,2,0,1997,1.10E+04,Campbell,116,-1.22E+02,3.73E+01,"37.277082, -121.969994"
Active,Not Applicable,ML81561859,460 Curtner Avenue,1225000,14,2,4,2,0,1826,8.12E+03,Campbell,68,-1.22E+02,3.73E+01,"37.272277, -121.94095"
Contingent,Not Applicable,ML81561919,729 Ricky Court,999950,10,2,2,2,0,1510,1.02E+04,Campbell,61,-1.22E+02,3.73E+01,"37.283668, -121.962632"
Active,Not Applicable,ML81561935,1352 BENT DRIVE,1285000,14,2,3,2,0,1620,8.70E+03,Campbell,60,-1.22E+02,3.73E+01,"37.2829623, -121.9253913"
Active,Not Applicable,ML81562141,520 Cambrian Drive,1300000,13,2,5,2,0,2909,1.17E+04,Campbell,65,-1.22E+02,3.73E+01,"37.275023, -121.93985"
Contingent,Not Applicable,ML81562248,1045 Shady Dale Avenue,1258000,12,3,4,2,1,2513,9.50E+03,Campbell,46,-1.22E+02,3.73E+01,"37.28423, -121.930568"
Active,New Subdivision,ML81562259,67 Braxton Terrace,1039990,12,4,3,3,1,1947,1.00E+03,Campbell,0,-1.22E+02,3.73E+01,"37.2871651, -121.9499568"
Active,Not Applicable,ML81562322,311 N 2nd Street,475000,12,1,2,1,0,903,2.01E+03,Campbell,45,-1.22E+02,3.73E+01,"37.291352, -121.946207"
Contingent,Not Applicable,ML81562535,1433 Patio Drive,999950,7,2,3,2,0,1420,6.40E+03,Campbell,61,-1.22E+02,3.73E+01,"37.288807, -121.924159"
Active,Not Applicable,ML81562561,435 Castro Court,1399500,11,3,5,3,0,2236,7.51E+03,Campbell,57,-1.22E+02,3.73E+01,"37.291038, -121.980601"
Active,Not Applicable,ML81562696,179 Harrison Avenue,2299999,8,4,4,3,1,3298,9.80E+03,Campbell,4,-1.22E+02,3.73E+01,"37.289681, -121.942765"
Active,Not Applicable,ML81562699,1011 W Latimer Avenue,1150000,8,2,4,2,0,1895,6.60E+03,Campbell,48,-1.22E+02,3.73E+01,"37.2909259, -121.9673669"
Active,Not Applicable,ML81562825,1394 Walnut Drive,978000,7,1,3,1,0,1070,7.75E+03,Campbell,67,-1.22E+02,3.73E+01,"37.266107, -121.959569"
Active,Not Applicable,ML81562868,875 Apricot Avenue,989000,8,3,3,2,1,1520,1.31E+03,Campbell,21,-1.22E+02,3.73E+01,"37.283946, -121.93427"
Active,Not Applicable,ML81562934,134 W Rincon Avenue,729000,7,3,2,2,1,1319,1.26E+03,Campbell,36,-1.22E+02,3.73E+01,"37.284714, -121.952254"
